title,Krumhansl-Shmuckler,simple weights,Aarden Essen,Bellman Budge,Temperly Kostka Payne,as transcribed,final_note,freq note,freq weighted acc,certainty,root,expert assigned
Scully Casey's ( ) (hornpipe),2,2,2,2,2,2,2,2,7,0.89,2,2
"Music Club (reel), The",2,2,2,2,2,2,2,2,2,1,2,2
"Hut in the Bog (reel), The",9,9,9,0,0,9,9,4,4,0.56,9,9
Lynch's (reel),4,4,4,4,4,4,6,11,4,0.78,4,4
"Owenmore Polka , The",2,7,2,7,2,7,2,6,11,0.44,2,2
"Crib of Perches (reel), The",2,7,2,2,2,2,2,6,2,0.78,2,2
"Maid of Holywell (reel), The",2,2,2,2,2,2,11,2,2,0.89,2,2
Kevin Mahon's (reel),2,2,2,2,2,2,2,2,9,0.89,2,2
"Thrush in the Bush, The",7,7,7,7,7,7,7,11,9,0.78,7,7
Josie McDermott's (reel),7,7,7,7,7,7,7,7,7,1,7,7
"High Road to Dublin, The",2,2,2,2,2,2,2,4,11,0.78,2,2
"Barrel of Wash (reel), The",2,2,2,2,2,2,2,6,2,0.89,2,2
Paddy Fahy's Reel 3,7,0,7,7,7,2,0,0,0,0.44,0,0
"Road to Boyle, The",2,2,2,2,2,2,2,9,9,0.78,2,2
Groves of Gneeveguillia (polka),2,2,2,2,2,9,9,9,4,0.56,2,9
Moving Bogs (reel),2,2,2,2,2,2,6,2,2,0.89,2,2
"Sky Over Fenit  (reel), The",4,2,4,2,4,2,9,11,4,0.44,4,9
Gerry Cronin's (reel),9,0,9,0,0,0,0,0,0,0.78,0,0
Riley's Reel,4,4,4,2,2,4,4,4,4,0.78,4,4
Mind the Step,7,2,7,7,7,7,7,9,7,0.78,7,7
Mrs.Long's Tartan Plaid  (reel),2,2,2,2,2,7,2,4,4,0.67,2,2
Nellie Mahoney's Slide,7,7,7,7,7,7,7,9,7,0.89,7,7
Dillon Brown (reel),9,9,9,9,9,9,9,1,11,0.78,9,9
Jenny And The Weasel (reel),7,2,7,7,2,7,9,9,0,0.44,7,2
"Stone in the Field (reel), The",9,9,9,7,7,9,9,9,9,0.78,9,9
Crehan's Fiddle,11,2,11,2,2,2,2,2,2,0.78,2,2
"Wheels of the World, The",7,7,7,7,7,7,7,7,11,0.89,7,7
Back of the Pipes  (reel),7,7,7,7,7,7,7,11,7,0.89,7,7
"Limestone Rock (reel), The",7,7,7,7,7,7,0,11,9,0.67,7,7
"Gossoon that Beat His Father (reel), The",4,2,4,2,7,9,9,9,4,0.33,9,9
"South Road to Aran, The",2,2,2,2,2,2,6,2,2,0.89,2,2
"Mount Scot Jig , The",7,7,7,7,7,7,7,7,7,1,7,7
"Aghavas Reel 2, The",7,7,7,7,7,7,7,7,2,0.89,7,7
Rolling in the Ryegrass 1 (reel),2,2,2,2,2,2,11,9,9,0.67,2,2
"Lurgan Hornpipe, The",7,7,7,7,7,7,7,11,11,0.78,7,7
"Achonry Lasses (reel), The",4,7,4,7,7,7,6,9,2,0.44,7,7
"Rook on the Thatch  (reel), The",11,11,11,11,11,2,11,9,9,0.67,11,11
"High Part of the Road, The",7,7,7,7,7,7,2,7,0,0.78,7,7
"Moig Cross Slide , The",4,7,4,7,7,7,7,4,9,0.56,7,7
Matt Hayes' Jig,2,2,2,2,2,2,2,6,2,0.89,2,2
Ah Surely! (reel),4,7,4,0,7,7,7,7,9,0.56,7,7
"Munster Slip, The",2,7,2,7,2,2,2,2,9,0.67,2,2
Tom Billy's 2,9,2,9,2,9,2,9,4,4,0.44,9,9
"Badger's Fancy  (hornpipe), The",7,7,7,7,7,7,7,2,7,0.89,7,7
My Love is Such a Fair One (reel),7,7,7,7,7,7,7,7,11,0.89,7,7
Dinny O'Brien's (reel),7,7,7,7,7,7,2,2,0,0.67,7,2
Let's Be Drinking! 2,9,9,9,0,9,9,9,4,4,0.67,9,9
"Stage Reel, The",7,7,7,7,7,7,7,7,7,1,7,7
"Blue Pantaloons (reel), The",2,2,2,2,2,2,2,2,1,0.89,2,2
"King of Jigs , The",4,7,4,7,7,7,7,7,4,0.67,7,7
Jackson's Reel,7,7,7,7,7,7,2,11,7,0.78,7,7
"Girl with the Yellow Hair, The",7,7,7,7,7,7,4,11,9,0.67,7,7
Molly Maguire (reel),7,7,7,7,7,7,7,7,9,0.89,7,7
"Bog of Allen, The",2,2,2,2,2,2,2,2,6,0.89,2,2
"Queen of the Rushes, The",2,2,2,2,2,7,2,9,2,0.78,2,2
"Lassie at the Plow  (reel), The",2,2,2,2,2,2,2,9,6,0.78,2,2
Jim Keeffe's Polka,2,7,2,2,2,2,2,2,2,0.89,2,2
George Rawley's (h'pipe),9,0,9,7,0,9,9,4,0,0.44,9,9
Mary's Dream (reel),2,7,2,2,2,2,2,2,2,0.89,2,2
Martin Ansboro's (reel),2,9,2,9,2,4,4,4,11,0.33,2,4
"Tirnaskea Lasses (reel), The",4,4,4,4,4,7,2,11,11,0.56,4,4
"Limerick Squire , The",2,2,2,2,2,2,2,2,2,1,2,2
Scatter the Mud,7,2,7,2,7,9,9,9,2,0.33,9,9
Crosses of Annagh (reel),7,7,7,2,7,7,9,9,4,0.56,7,9
Breen's Hornpipe,2,9,2,2,2,9,9,9,2,0.56,2,9
"Pivot Hornpipe, The",2,2,2,2,2,2,2,2,2,1,2,2
Mickey Murphy's Slide,2,2,2,2,2,2,2,2,2,1,2,2
"New Frock, The",9,0,9,0,0,9,9,2,0,0.44,9,9
Tom's My Other Son  (polka),4,4,4,4,4,4,4,11,11,0.78,4,4
"Tulla Reel (reel), The",4,4,4,4,4,4,4,11,2,0.78,4,4
"Chattering Magpie (reel), The",7,7,7,7,7,7,7,7,7,1,7,7
"Heather Breeze (reel), The",7,7,7,7,7,7,7,7,6,0.89,7,7
"Monasterevin Fancy (reel), The",7,7,7,7,7,7,7,11,2,0.78,7,7
"Hawthorn Blossom (reel), The",4,7,4,7,7,7,7,7,7,0.78,7,7
Lucy McKenna's,9,9,9,9,9,9,9,9,0,0.89,9,9
"Girl of the Big House, The",2,7,2,2,2,7,7,4,7,0.44,2,2
"Yellow Wattle, The",4,7,4,7,7,7,7,7,9,0.67,7,7
Roll Her in the Rushes (reel),9,7,9,7,7,7,2,0,4,0.44,7,9
"Ahascragh Pig, The",2,2,2,2,2,2,4,2,2,0.89,2,2
"Oak Tree (reel), The",2,2,2,2,2,2,7,9,6,0.67,2,2
Dennis Cronin's Jig,9,2,9,2,9,2,11,11,1,0.33,9,9
Laura's Delight,4,4,4,7,7,4,9,7,2,0.44,4,4
Paddy Fahy's Reel 2,7,7,7,7,7,2,2,2,0,0.56,7,0
"Autumn Leaves (reel), The",11,9,11,9,2,4,4,4,2,0.33,4,4
Mrs. Crehan's (reel),7,7,7,7,7,7,6,7,7,0.89,7,7
Boys on the Hilltop (reel),7,2,7,7,7,9,11,11,7,0.56,7,9
Denis Enright's Slide 2,2,2,2,2,2,2,2,2,9,0.89,2,2
Paddy Breen's,4,7,4,7,7,7,7,11,7,0.67,7,7
"Pigeon on the Gate 2 (reel), The",4,4,4,2,2,4,4,9,11,0.56,4,4
"East Clare Lassies  (reel), The",9,2,9,2,7,9,9,9,9,0.67,9,9
Stafford's Reel,4,4,4,2,2,4,4,4,11,0.67,4,4
Tommy Whelan's (reel),4,7,4,2,7,7,11,7,7,0.56,7,7
Jackson's Jig,7,7,7,7,7,7,7,11,11,0.78,7,7
"Piper's Chair, The",7,7,7,7,7,7,7,7,7,1,7,7
Miss Kelly's Favorite (reel),11,4,11,11,11,4,2,11,11,0.67,11,4
"Roscommon Reel, The",4,4,4,2,2,4,4,11,9,0.56,4,4
John Fennell's Jig,11,4,11,9,2,4,4,4,4,0.56,4,4
"East Part of Kerry  (polka), The",2,2,2,2,2,2,2,9,6,0.78,2,2
Taidhg My Darling (reel),7,7,7,7,7,7,7,11,11,0.78,7,7
Dash to Portobello (reel),4,7,4,2,2,2,2,7,7,0.44,2,4
"Tynagh Jig, The",9,9,9,9,9,7,2,4,2,0.56,9,2
"Butcher's March [ii], The",4,2,4,2,2,7,7,11,4,0.33,2,7
"Templeglantine Reel 1, The",9,9,9,9,9,9,9,4,1,0.78,9,9
Lackagh Cross (polka),7,7,7,7,7,7,7,2,2,0.78,7,7
"Fairy Queen (hornpipe), The",2,2,2,2,2,2,2,4,2,0.89,2,2
"Newpuck Reel, The",2,7,2,2,2,2,2,2,6,0.78,2,2
"Tinker's Occupation (reel), The",0,7,0,7,0,2,2,2,9,0.33,0,2
Johnny Mickey's Slide,2,2,2,2,2,2,2,6,2,0.89,2,2
Glencolmcille (reel),2,2,2,2,2,2,6,9,6,0.67,2,2
Jolly Banger (reel),7,7,7,7,7,7,7,7,2,0.89,7,7
Doherty's King of the Pipers,2,2,2,2,2,7,2,2,9,0.78,2,2
Jenny Dang the Weaver (reel),2,11,2,2,2,2,11,6,6,0.56,2,2
"Lisheen Reel, The",2,2,2,2,2,2,2,6,6,0.78,2,2
"Casheldoo Slide , The",2,2,2,2,2,2,6,4,4,0.67,2,2
Walsh's Hornpipe,9,2,9,2,9,9,7,11,9,0.56,9,9
"Dolly Varden (polka), The",4,7,4,7,7,7,7,7,7,0.78,7,7
"Castlemahon Lasses (reel), The",7,7,7,7,7,7,7,7,7,1,7,7
"Master's Drowsy Maggie (reel), The",11,9,11,9,2,4,4,11,2,0.33,11,4
"Shores of Ballybunion (reel), The",4,7,4,7,7,7,7,7,7,0.78,7,7
"Reel of Darragh, The",11,2,11,2,2,2,2,11,11,0.56,2,2
Mint in the Corn  (reel),2,2,2,2,2,2,2,6,2,0.89,2,2
Dillon's Reel,7,7,7,7,7,7,7,2,7,0.89,7,7
"Tinker's Apron (reel), The",9,7,9,7,7,7,2,9,0,0.44,7,9
Daniel of the Sun,7,7,7,7,7,7,7,11,11,0.78,7,7
Two and Sixpenny Girl,7,7,7,7,7,7,7,11,7,0.89,7,7
"Liverpool Breakdown (h'pipe), The",4,7,4,7,7,7,7,7,7,0.78,7,7
"Swallow's Tail (reel), The",4,7,4,7,7,9,9,4,7,0.44,7,9
Top It Off,7,2,7,7,2,2,2,2,2,0.67,2,2
Top to Bottom  (reel),4,7,4,7,7,7,6,7,7,0.67,7,7
Alexander's March,4,7,4,4,4,4,2,4,4,0.78,4,4
"Wild Ducks' Flight , The",2,2,2,2,2,2,2,7,7,0.78,2,2
"Boys of Ballyscally, The",7,7,7,7,7,7,7,7,2,0.89,7,7
Tarmon Polka,7,7,7,7,7,7,7,7,11,0.89,7,7
Barrel Rafferty's,9,9,9,2,9,9,9,9,9,0.89,9,9
Dan Sullivan's Fancy (hornpipe),7,7,7,7,7,7,7,2,7,0.89,7,7
Bank of Turf (hornpipe),7,7,7,7,7,7,7,7,7,1,7,7
"Maid At the Well, The",7,7,7,7,7,7,7,7,7,1,7,7
"Strand Road , The",2,2,2,2,2,2,2,9,6,0.78,2,2
"Cat that Ate the Candle (reel), The",2,2,2,2,2,7,1,9,9,0.56,2,2
Crossing the Channel,2,2,2,2,2,2,2,9,9,0.78,2,2
Glen Cottage (1) (polka),4,4,4,4,4,4,11,11,11,0.67,4,4
"Rainy Day Jig, The",7,7,7,7,7,7,7,7,2,0.89,7,7
"Mossy Banks (b) (reel), The",7,7,7,7,7,7,7,2,11,0.78,7,7
June in Dublin  (reel),7,7,7,7,7,7,2,2,11,0.67,7,7
"Boy in the Boat (reel), The",2,2,2,2,2,2,2,9,0,0.78,2,2
Pat Ward's (slide),2,2,2,2,2,2,2,9,9,0.78,2,2
Matt Peoples'  1  (reel),4,2,4,2,4,2,7,9,11,0.33,2,9
Paddy Fahy's Reel 1,0,0,0,0,0,0,0,0,0,1,0,0
Philip O'Beirne's Delight (reel),2,2,2,2,2,2,7,2,2,0.89,2,2
Sonny's Limestone Rock (reel),7,4,7,7,7,9,9,11,9,0.44,7,7
Dougan's Fancy (reel),2,2,2,2,2,2,2,9,9,0.78,2,2
Jim McGuirk's Reel,7,7,7,7,7,7,7,7,7,1,7,7
"Queen of the Ceili  (reel), The",2,2,2,2,2,2,2,2,11,0.89,2,2
Master Henry's Reel,0,7,0,0,7,7,11,7,7,0.56,7,7
Kilcummin Slide,4,7,4,7,7,7,2,4,7,0.56,7,7
Johnny's Gone to France (reel),2,2,2,2,2,4,2,6,11,0.67,2,2
"Game Cock (reel), The",2,2,2,2,2,2,2,9,11,0.78,2,2
Willy Reidy's #2  (polka),4,7,4,7,7,7,4,11,2,0.44,7,7
